timestamp,open,high,low,close,volume
2023-01-01 23:30:00,1.0695,1.06952,1.06923,1.06952,196.38
2023-01-01 23:31:00,1.06951,1.06953,1.06942,1.06952,106.92
2023-01-01 23:32:00,1.06943,1.06953,1.06925,1.06938,298.08
2023-01-01 23:33:00,1.06952,1.06953,1.06925,1.06927,492.66
2023-01-01 23:34:00,1.06925,1.06952,1.06925,1.0693,455.4
2023-01-01 23:35:00,1.06938,1.06953,1.06925,1.06952,215.64
2023-01-01 23:36:00,1.0695,1.06954,1.0694,1.06953,102.78
2023-01-01 23:37:00,1.06942,1.06953,1.0694,1.06953,155.52
2023-01-01 23:38:00,1.06952,1.06953,1.06942,1.06953,92.52
2023-01-01 23:39:00,1.06952,1.06954,1.06942,1.06953,44.46
2023-01-01 23:40:00,1.06942,1.06954,1.06942,1.06953,48.6
2023-01-01 23:41:00,1.06942,1.06955,1.06938,1.06953,53.82
2023-01-01 23:42:00,1.06943,1.06955,1.06943,1.06954,140.22
2023-01-01 23:43:00,1.0695,1.06954,1.06941,1.06954,172.8
2023-01-01 23:44:00,1.06944,1.06997,1.06941,1.06944,124.2
2023-01-01 23:45:00,1.06947,1.06997,1.06944,1.06944,82.8
2023-01-01 23:46:00,1.06982,1.06982,1.06944,1.06959,53.82
2023-01-01 23:47:00,1.06949,1.06959,1.06943,1.06951,66.24
2023-01-01 23:48:00,1.06954,1.06954,1.06947,1.06951,28.98
2023-01-01 23:49:00,1.06954,1.06954,1.06951,1.06951,12.42
2023-01-01 23:50:00,1.06954,1.06954,1.06947,1.06947,62.1
2023-01-01 23:51:00,1.06942,1.0695,1.06942,1.06949,78.66
2023-01-01 23:52:00,1.06947,1.06959,1.06943,1.06945,70.38
2023-01-01 23:53:00,1.06944,1.06961,1.06942,1.0696,57.96
2023-01-01 23:54:00,1.0695,1.0696,1.06946,1.06949,20.7
2023-01-01 23:55:00,1.0696,1.0696,1.06945,1.06959,41.4
2023-01-01 23:56:00,1.06945,1.06999,1.06945,1.06992,86.94
2023-01-01 23:57:00,1.06995,1.07012,1.06991,1.06994,99.36
2023-01-01 23:58:00,1.0699,1.06999,1.06987,1.06992,78.66
2023-01-01 23:59:00,1.07002,1.07011,1.06986,1.07005,103.5
2023-01-02 00:00:00,1.07007,1.07009,1.06998,1.07001,86.94
2023-01-02 00:01:00,1.06998,1.07026,1.06998,1.07026,28.98
2023-01-02 00:02:00,1.06998,1.07033,1.06998,1.07004,37.26
2023-01-02 00:03:00,1.06998,1.07011,1.06998,1.06998,24.84
2023-01-02 00:04:00,1.07003,1.07034,1.06999,1.07005,49.68
2023-01-02 00:05:00,1.06998,1.07005,1.06998,1.07003,33.12
2023-01-02 00:06:00,1.07001,1.07005,1.06994,1.06994,45.54
2023-01-02 00:07:00,1.06996,1.07011,1.06996,1.07005,37.26
2023-01-02 00:08:00,1.07006,1.07006,1.07004,1.07005,16.56
2023-01-02 00:09:00,1.07009,1.07017,1.06998,1.07005,33.12
2023-01-02 00:10:00,1.07001,1.07007,1.07001,1.07002,24.84
2023-01-02 00:11:00,1.07006,1.07006,1.07005,1.07005,16.56
2023-01-02 00:12:00,1.07006,1.07006,1.06999,1.07006,24.84
2023-01-02 00:13:00,1.07005,1.07013,1.07002,1.07003,28.98
2023-01-02 00:14:00,1.07002,1.07006,1.06999,1.07,33.12
2023-01-02 00:15:00,1.07006,1.07006,1.07001,1.07006,28.98
2023-01-02 00:16:00,1.07006,1.07006,1.07001,1.07006,12.42
2023-01-02 00:17:00,1.07005,1.07007,1.06949,1.0695,148.96
2023-01-02 00:18:00,1.06952,1.06962,1.06952,1.06953,35.02
2023-01-02 00:19:00,1.06958,1.06958,1.06948,1.0695,17.26
2023-01-02 00:20:00,1.06953,1.06953,1.06952,1.06953,27.0
2023-01-02 00:21:00,1.06954,1.06957,1.06954,1.06957,27.0
2023-01-02 00:22:00,1.06958,1.06958,1.06956,1.06958,13.5
2023-01-02 00:23:00,1.06958,1.06958,1.06953,1.06957,30.6
2023-01-02 00:24:00,1.06953,1.06987,1.06953,1.06977,283.04
2023-01-02 00:25:00,1.0698,1.06983,1.06967,1.06968,71.96
2023-01-02 00:26:00,1.06968,1.06968,1.06966,1.06966,10.32
2023-01-02 00:27:00,1.06969,1.06984,1.06969,1.06977,29.26
2023-01-02 00:28:00,1.06973,1.06976,1.06972,1.06976,21.6
2023-01-02 00:29:00,1.06973,1.06977,1.06973,1.06977,15.3
2023-01-02 00:30:00,1.06975,1.06977,1.06974,1.06977,27.0
2023-01-02 00:31:00,1.06974,1.06977,1.06968,1.06969,103.04
2023-01-02 00:32:00,1.0697,1.06971,1.06968,1.0697,53.56
2023-01-02 00:33:00,1.06971,1.06973,1.06969,1.06973,49.5
2023-01-02 00:34:00,1.06971,1.06973,1.06971,1.06973,49.5
2023-01-02 00:35:00,1.06971,1.06971,1.06919,1.06924,63.9
2023-01-02 00:36:00,1.06928,1.0694,1.06928,1.0694,8.94
2023-01-02 00:37:00,1.0694,1.0694,1.06936,1.06936,2.66
2023-01-02 00:38:00,1.06936,1.06937,1.06936,1.06936,2.7
2023-01-02 00:39:00,1.06942,1.06943,1.06942,1.06943,2.7
2023-01-02 00:40:00,1.06943,1.0696,1.06938,1.0696,14.19
2023-01-02 00:41:00,1.06966,1.07018,1.06912,1.06943,247.28
2023-01-02 00:42:00,1.06946,1.06952,1.06943,1.06949,95.48
2023-01-02 00:43:00,1.06949,1.06955,1.06942,1.06951,143.92
2023-01-02 00:44:00,1.06945,1.06954,1.06942,1.06949,326.42
2023-01-02 00:45:00,1.06949,1.06988,1.06942,1.06988,399.58
2023-01-02 00:46:00,1.06988,1.06998,1.06981,1.06987,39.29
2023-01-02 00:47:00,1.06987,1.07013,1.06984,1.07012,23.18
2023-01-02 00:48:00,1.07012,1.07013,1.06991,1.06992,40.8
2023-01-02 00:49:00,1.06991,1.06993,1.06989,1.06993,47.16
2023-01-02 00:50:00,1.06991,1.06993,1.06988,1.06988,67.32
2023-01-02 00:51:00,1.0699,1.06994,1.06988,1.06992,116.1
2023-01-02 00:52:00,1.0699,1.06994,1.06988,1.0699,67.68
2023-01-02 00:53:00,1.06991,1.06994,1.06988,1.06991,91.26
2023-01-02 00:54:00,1.0699,1.06992,1.06987,1.06987,79.02
2023-01-02 00:55:00,1.06989,1.07046,1.06987,1.0704,35.04
2023-01-02 00:56:00,1.0704,1.07041,1.07034,1.07041,7.29
2023-01-02 00:57:00,1.07041,1.07041,1.07028,1.0703,4.63
2023-01-02 00:58:00,1.0703,1.0703,1.07021,1.07021,5.95
2023-01-02 00:59:00,1.07024,1.07058,1.07021,1.0704,13.18
2023-01-02 01:00:00,1.07041,1.07049,1.07039,1.0704,11.1
2023-01-02 01:01:00,1.07039,1.07087,1.07039,1.07039,13.7
2023-01-02 01:02:00,1.07039,1.0704,1.07039,1.07039,1.68
2023-01-02 01:03:00,1.07039,1.0704,1.07036,1.07036,2.96
2023-01-02 01:04:00,1.0704,1.07045,1.07039,1.07045,0.36
2023-01-02 01:05:00,1.07046,1.07046,1.07043,1.07044,1.68
2023-01-02 01:06:00,1.07045,1.07051,1.07043,1.07046,2.04
2023-01-02 01:07:00,1.07046,1.07069,1.07039,1.07039,14.05
2023-01-02 01:08:00,1.07039,1.07039,1.07035,1.07038,1.14
2023-01-02 01:09:00,1.07038,1.0704,1.07038,1.07039,4.0
2023-01-02 01:10:00,1.07039,1.07046,1.07038,1.07045,5.94
2023-01-02 01:11:00,1.07045,1.07046,1.07029,1.07045,2.97
2023-01-02 01:12:00,1.07046,1.07046,1.07033,1.07033,2.71
2023-01-02 01:13:00,1.07029,1.07046,1.07028,1.07046,12.16
2023-01-02 01:14:00,1.07045,1.07046,1.07038,1.07038,3.68
2023-01-02 01:15:00,1.07045,1.07045,1.07045,1.07045,0.24
2023-01-02 01:16:00,1.07033,1.07043,1.07033,1.07043,2.04
2023-01-02 01:17:00,1.07043,1.07046,1.07043,1.07046,0.36
2023-01-02 01:18:00,1.07036,1.07036,1.07034,1.07034,5.28
2023-01-02 01:19:00,1.07033,1.07035,1.07033,1.07034,4.4
2023-01-02 01:20:00,1.07033,1.07035,1.07031,1.07033,4.4
2023-01-02 01:21:00,1.07033,1.07033,1.07031,1.07032,2.2
2023-01-02 01:22:00,1.07031,1.07032,1.07029,1.0703,5.28
2023-01-02 01:23:00,1.07029,1.07031,1.07029,1.07031,5.72
2023-01-02 01:24:00,1.07029,1.07047,1.07029,1.07047,2.96
2023-01-02 01:25:00,1.07046,1.07046,1.0703,1.0703,1.24
2023-01-02 01:26:00,1.0703,1.0703,1.0703,1.0703,8.48
2023-01-02 01:27:00,1.0703,1.0703,1.0703,1.0703,1.76
2023-01-02 01:28:00,1.07029,1.07029,1.07029,1.07029,1.76
2023-01-02 01:29:00,1.07029,1.0703,1.07026,1.07029,29.2
2023-01-02 01:30:00,1.07029,1.07046,1.07029,1.07038,0.8
2023-01-02 01:31:00,1.07039,1.0704,1.07039,1.0704,0.48
2023-01-02 01:32:00,1.07038,1.07038,1.07038,1.07038,0.12
2023-01-02 01:33:00,1.07025,1.07039,1.07025,1.07039,21.82
2023-01-02 01:34:00,1.0703,1.0703,1.07024,1.07024,5.02
2023-01-02 01:35:00,1.07025,1.07025,1.07023,1.07023,18.18
2023-01-02 01:36:00,1.07026,1.07026,1.07023,1.07024,13.14
2023-01-02 01:37:00,1.07025,1.07025,1.07021,1.07025,28.54
2023-01-02 01:38:00,1.07021,1.07024,1.07021,1.07024,5.4
2023-01-02 01:39:00,1.07021,1.07021,1.07021,1.07021,1.8
2023-01-02 01:40:00,1.07025,1.07038,1.07021,1.07038,11.96
2023-01-02 01:41:00,1.07038,1.07038,1.07025,1.07025,0.56
2023-01-02 01:42:00,1.07024,1.07038,1.07024,1.07036,4.52
2023-01-02 01:43:00,1.07036,1.07036,1.07035,1.07036,0.6
2023-01-02 01:44:00,1.07038,1.07038,1.07013,1.07013,3.29
2023-01-02 01:45:00,1.07012,1.07028,1.07012,1.07028,5.95
2023-01-02 01:46:00,1.07028,1.07034,1.07026,1.0703,2.64
2023-01-02 01:47:00,1.0703,1.07033,1.0703,1.07031,0.72
2023-01-02 01:48:00,1.07031,1.07035,1.07028,1.0703,1.44
2023-01-02 01:49:00,1.07026,1.07031,1.07023,1.07024,1.44
2023-01-02 01:50:00,1.07023,1.07033,1.07021,1.07021,1.56
2023-01-02 01:51:00,1.07019,1.07019,1.06962,1.06962,10.92
2023-01-02 01:52:00,1.06962,1.06998,1.06919,1.06997,22.02
2023-01-02 01:53:00,1.06997,1.06997,1.06997,1.06997,1.76
2023-01-02 01:54:00,1.06991,1.06991,1.06972,1.06972,9.6
2023-01-02 01:55:00,1.06971,1.07014,1.06968,1.07014,39.17
2023-01-02 01:56:00,1.07006,1.07009,1.06997,1.06999,3.08
2023-01-02 01:57:00,1.06997,1.06997,1.06994,1.06994,0.8
2023-01-02 01:58:00,1.06979,1.06995,1.06979,1.06994,22.52
2023-01-02 01:59:00,1.06994,1.06995,1.06949,1.06977,36.94
2023-01-02 02:00:00,1.06977,1.06977,1.06944,1.06944,3.64
2023-01-02 02:01:00,1.06944,1.06944,1.0693,1.0693,5.34
2023-01-02 02:02:00,1.06931,1.06935,1.06925,1.06935,48.78
2023-01-02 02:03:00,1.06935,1.06937,1.06916,1.06922,107.82
2023-01-02 02:04:00,1.06925,1.06934,1.06922,1.06934,15.98
2023-01-02 02:05:00,1.06934,1.06934,1.06922,1.06924,33.6
2023-01-02 02:06:00,1.06922,1.06929,1.06922,1.06924,28.98
2023-01-02 02:07:00,1.06925,1.06939,1.06919,1.06924,33.34
2023-01-02 02:08:00,1.06924,1.06929,1.06924,1.06929,12.36
2023-01-02 02:09:00,1.06929,1.06929,1.06914,1.06919,2.36
2023-01-02 02:10:00,1.06919,1.06919,1.06862,1.06884,41.9
2023-01-02 02:11:00,1.06891,1.06899,1.06879,1.06897,0.72
2023-01-02 02:12:00,1.06878,1.06879,1.06871,1.06871,2.76
2023-01-02 02:13:00,1.06871,1.06891,1.06871,1.06877,17.16
2023-01-02 02:14:00,1.06891,1.06891,1.06877,1.06877,3.72
2023-01-02 02:15:00,1.06877,1.06879,1.06877,1.06878,2.82
2023-01-02 02:16:00,1.06877,1.06879,1.06877,1.06879,4.66
2023-01-02 02:17:00,1.06878,1.06879,1.06878,1.06879,1.8
2023-01-02 02:18:00,1.06881,1.06891,1.06881,1.06891,2.04
2023-01-02 02:19:00,1.06882,1.06882,1.06882,1.06882,0.9
2023-01-02 02:21:00,1.06889,1.06917,1.06885,1.06898,93.36
2023-01-02 02:22:00,1.06896,1.06909,1.06896,1.06899,26.54
2023-01-02 02:23:00,1.06914,1.06915,1.06914,1.06914,1.2
2023-01-02 02:24:00,1.06909,1.0691,1.06909,1.06909,31.96
2023-01-02 02:25:00,1.06909,1.06909,1.06893,1.06894,32.74
2023-01-02 02:26:00,1.06895,1.0691,1.06895,1.06909,10.5
2023-01-02 02:27:00,1.06909,1.06909,1.06896,1.06898,29.1
2023-01-02 02:28:00,1.06892,1.0691,1.06892,1.06909,31.14
2023-01-02 02:29:00,1.06909,1.06909,1.06893,1.06909,13.46
2023-01-02 02:30:00,1.06909,1.06909,1.06894,1.06896,21.74
2023-01-02 02:31:00,1.06895,1.06896,1.06895,1.06895,13.32
2023-01-02 02:32:00,1.06896,1.06898,1.06894,1.06895,30.24
2023-01-02 02:33:00,1.06896,1.06897,1.06894,1.06896,26.64
2023-01-02 02:34:00,1.06904,1.06904,1.06894,1.06897,39.96
2023-01-02 02:35:00,1.06895,1.06897,1.06894,1.06894,24.3
2023-01-02 02:36:00,1.06894,1.06899,1.06894,1.06897,30.78
2023-01-02 02:37:00,1.06896,1.069,1.06892,1.06892,28.98
2023-01-02 02:38:00,1.06895,1.06903,1.06892,1.06892,45.54
2023-01-02 02:39:00,1.069,1.069,1.06891,1.069,24.84
2023-01-02 02:40:00,1.06897,1.06899,1.06891,1.06899,24.84
2023-01-02 02:41:00,1.06896,1.06914,1.06896,1.06909,27.7
2023-01-02 02:42:00,1.06909,1.06909,1.06892,1.06896,42.9
2023-01-02 02:43:00,1.06896,1.06902,1.06895,1.06896,33.12
2023-01-02 02:44:00,1.06888,1.06915,1.06888,1.06902,45.54
2023-01-02 02:45:00,1.06909,1.06909,1.06909,1.06909,0.72
2023-01-02 02:46:00,1.06909,1.06909,1.06893,1.06902,25.2
2023-01-02 02:47:00,1.06898,1.06905,1.06894,1.06898,41.4
2023-01-02 02:48:00,1.06902,1.06902,1.06894,1.06896,33.12
2023-01-02 02:49:00,1.06895,1.06904,1.06891,1.06902,37.26
2023-01-02 02:50:00,1.06895,1.06919,1.06895,1.06919,17.76
2023-01-02 02:51:00,1.06919,1.0692,1.06919,1.0692,15.28
2023-01-02 02:52:00,1.06919,1.06925,1.06919,1.06924,4.48
2023-01-02 02:53:00,1.06924,1.06924,1.06897,1.06897,25.08
2023-01-02 02:54:00,1.06907,1.06907,1.06896,1.06896,37.26
2023-01-02 02:55:00,1.06905,1.06906,1.06897,1.06903,37.26
2023-01-02 02:56:00,1.06897,1.06901,1.06897,1.069,41.4
2023-01-02 02:57:00,1.069,1.06914,1.06888,1.06914,67.66
2023-01-02 02:58:00,1.0688,1.06919,1.0688,1.06909,37.24
2023-01-02 02:59:00,1.06909,1.0691,1.06894,1.06904,59.06
2023-01-02 03:00:00,1.06904,1.06904,1.06894,1.06897,29.34
2023-01-02 03:01:00,1.06898,1.06899,1.06895,1.06897,24.84
2023-01-02 03:02:00,1.069,1.06901,1.06892,1.06897,37.26
2023-01-02 03:03:00,1.06904,1.06904,1.06893,1.06897,80.54
2023-01-02 03:04:00,1.06896,1.069,1.06894,1.069,86.94
2023-01-02 03:05:00,1.06905,1.06905,1.06895,1.06899,62.1
2023-01-02 03:06:00,1.06905,1.06905,1.06895,1.069,66.24
2023-01-02 03:07:00,1.06905,1.06905,1.06894,1.06896,57.96
2023-01-02 03:08:00,1.06895,1.06902,1.06895,1.06899,45.54
2023-01-02 03:09:00,1.069,1.06904,1.06894,1.06897,70.38
2023-01-02 03:10:00,1.06897,1.06903,1.06895,1.06895,62.1
2023-01-02 03:11:00,1.06896,1.06899,1.06895,1.06895,41.4
2023-01-02 03:12:00,1.06896,1.06899,1.06894,1.06896,41.4
2023-01-02 03:13:00,1.06897,1.06899,1.06894,1.06896,66.24
2023-01-02 03:14:00,1.06894,1.06899,1.06893,1.06896,49.68
2023-01-02 03:15:00,1.06895,1.06899,1.06894,1.06895,66.24
2023-01-02 03:16:00,1.06899,1.069,1.06893,1.06899,66.24
2023-01-02 03:17:00,1.06895,1.06901,1.06895,1.06898,49.68
2023-01-02 03:18:00,1.06895,1.06901,1.06889,1.06896,33.12
2023-01-02 03:19:00,1.06896,1.06896,1.0689,1.06894,45.54
2023-01-02 03:20:00,1.06897,1.06902,1.06894,1.06895,37.26
2023-01-02 03:21:00,1.06898,1.06901,1.06894,1.06894,49.68
2023-01-02 03:22:00,1.06896,1.069,1.0689,1.0689,37.26
2023-01-02 03:23:00,1.06895,1.06902,1.06895,1.06902,28.98
2023-01-02 03:24:00,1.06896,1.06902,1.06896,1.06899,12.42
2023-01-02 03:25:00,1.06901,1.06901,1.06895,1.06901,12.42
2023-01-02 03:26:00,1.06901,1.06903,1.06894,1.06896,33.12
2023-01-02 03:27:00,1.06898,1.06901,1.06896,1.06898,49.68
2023-01-02 03:28:00,1.069,1.06901,1.06896,1.06898,41.4
2023-01-02 03:29:00,1.06901,1.06904,1.06897,1.06904,41.4
2023-01-02 03:30:00,1.06896,1.06901,1.06896,1.06901,20.7
2023-01-02 03:31:00,1.06901,1.06901,1.06896,1.069,33.12
2023-01-02 03:32:00,1.069,1.069,1.06893,1.06895,70.38
2023-01-02 03:33:00,1.06898,1.069,1.06897,1.069,33.12
2023-01-02 03:34:00,1.06897,1.06902,1.06896,1.06897,37.26
2023-01-02 03:35:00,1.06898,1.06903,1.06898,1.06903,41.4
2023-01-02 03:36:00,1.06899,1.06903,1.06894,1.069,24.84
2023-01-02 03:37:00,1.06899,1.069,1.06894,1.06897,33.12
2023-01-02 03:38:00,1.06896,1.06899,1.06896,1.06899,28.98
2023-01-02 03:39:00,1.06896,1.06899,1.06896,1.06899,16.56
2023-01-02 03:40:00,1.06896,1.06899,1.06895,1.06899,28.98
2023-01-02 03:41:00,1.06899,1.06902,1.06897,1.06898,20.7
2023-01-02 03:42:00,1.06897,1.07018,1.06895,1.07017,58.14
2023-01-02 03:43:00,1.07017,1.07027,1.07014,1.07017,183.6
2023-01-02 03:44:00,1.07017,1.07018,1.06898,1.06901,74.06
2023-01-02 03:45:00,1.06902,1.06903,1.06897,1.06903,45.54
2023-01-02 03:46:00,1.06903,1.06903,1.069,1.069,49.68
2023-01-02 03:47:00,1.06902,1.06902,1.06899,1.06901,45.54
2023-01-02 03:48:00,1.069,1.06902,1.06899,1.069,41.4
2023-01-02 03:49:00,1.06905,1.06905,1.069,1.06901,53.82
2023-01-02 03:50:00,1.069,1.06903,1.069,1.06901,33.12
2023-01-02 03:51:00,1.069,1.06908,1.06886,1.069,54.38
2023-01-02 03:52:00,1.06906,1.06906,1.06906,1.06906,0.44
2023-01-02 03:53:00,1.06897,1.069,1.06897,1.06899,20.7
2023-01-02 03:54:00,1.069,1.069,1.06898,1.06898,24.84
2023-01-02 03:55:00,1.06899,1.06901,1.06897,1.06901,53.82
2023-01-02 03:56:00,1.06902,1.06902,1.06894,1.069,66.24
2023-01-02 03:57:00,1.06899,1.069,1.06899,1.06899,45.54
2023-01-02 03:58:00,1.069,1.06902,1.06893,1.06899,24.84
2023-01-02 03:59:00,1.069,1.06902,1.06899,1.06899,24.84
2023-01-02 04:00:00,1.06896,1.0691,1.06896,1.0691,5.02
2023-01-02 04:01:00,1.06898,1.06903,1.06889,1.06893,559.3
2023-01-02 04:02:00,1.06893,1.06901,1.06887,1.06901,21.42
2023-01-02 04:03:00,1.06895,1.06967,1.06895,1.06963,158.69
2023-01-02 04:04:00,1.06963,1.06985,1.06963,1.0698,170.0
2023-01-02 04:05:00,1.06979,1.06981,1.06948,1.06976,150.79
2023-01-02 04:06:00,1.06978,1.06982,1.06976,1.06977,70.38
2023-01-02 04:07:00,1.06983,1.06983,1.06973,1.06975,132.92
2023-01-02 04:08:00,1.06973,1.06982,1.06972,1.06976,49.68
2023-01-02 04:09:00,1.06981,1.06983,1.06976,1.06981,45.54
2023-01-02 04:10:00,1.06976,1.06995,1.06973,1.06992,63.46
2023-01-02 04:11:00,1.06992,1.07001,1.06992,1.07,70.61
2023-01-02 04:12:00,1.06999,1.0702,1.06988,1.06993,165.6
2023-01-02 04:13:00,1.06992,1.07,1.0699,1.06993,43.16
2023-01-02 04:14:00,1.06993,1.07003,1.06993,1.06997,14.62
2023-01-02 04:15:00,1.07005,1.07005,1.06996,1.06996,30.3
2023-01-02 04:16:00,1.06994,1.06997,1.06993,1.06995,45.54
2023-01-02 04:17:00,1.06996,1.07001,1.06992,1.07,49.68
2023-01-02 04:18:00,1.07001,1.07007,1.06994,1.07004,37.26
2023-01-02 04:19:00,1.06997,1.07008,1.06995,1.06999,45.54
2023-01-02 04:20:00,1.06996,1.07004,1.06995,1.07001,46.44
2023-01-02 04:21:00,1.06998,1.07003,1.06991,1.07003,45.54
2023-01-02 04:22:00,1.06997,1.07005,1.06994,1.07002,40.4
2023-01-02 04:23:00,1.06997,1.07006,1.06994,1.06994,38.14
2023-01-02 04:24:00,1.07003,1.07006,1.06995,1.06995,33.36
2023-01-02 04:25:00,1.06995,1.07001,1.06994,1.06997,49.88
2023-01-02 04:26:00,1.07,1.07003,1.06995,1.06996,45.7
2023-01-02 04:27:00,1.07003,1.07004,1.06996,1.06996,38.14
2023-01-02 04:28:00,1.07001,1.07003,1.06996,1.06999,29.42
2023-01-02 04:29:00,1.07001,1.07002,1.06996,1.07002,24.84
2023-01-02 04:30:00,1.06996,1.07004,1.06996,1.06997,33.12
2023-01-02 04:31:00,1.07001,1.07001,1.0699,1.0699,46.42
2023-01-02 04:32:00,1.06991,1.06996,1.06991,1.06994,49.68
2023-01-02 04:33:00,1.06995,1.06995,1.0699,1.06995,45.54
2023-01-02 04:34:00,1.06992,1.06998,1.06991,1.06998,41.4
2023-01-02 04:35:00,1.06991,1.06996,1.06989,1.06993,33.28
2023-01-02 04:36:00,1.06992,1.06999,1.06992,1.06992,107.64
2023-01-02 04:37:00,1.06992,1.06999,1.06992,1.06994,128.34
2023-01-02 04:38:00,1.06994,1.06997,1.06992,1.06994,380.88
2023-01-02 04:39:00,1.06995,1.06998,1.06989,1.06992,211.14
2023-01-02 04:40:00,1.06991,1.06996,1.06991,1.06991,49.68
2023-01-02 04:41:00,1.06995,1.06997,1.06991,1.06995,28.98
2023-01-02 04:42:00,1.0699,1.06995,1.06986,1.06992,62.1
2023-01-02 04:43:00,1.06993,1.06996,1.06991,1.06996,66.24
2023-01-02 04:44:00,1.06993,1.06997,1.06991,1.06992,124.92
2023-01-02 04:45:00,1.06991,1.06997,1.06991,1.06996,248.4
2023-01-02 04:46:00,1.06995,1.07,1.06992,1.06994,563.04
2023-01-02 04:47:00,1.06995,1.06997,1.06991,1.06992,87.02
2023-01-02 04:48:00,1.06995,1.06997,1.06993,1.06993,24.84
2023-01-02 04:49:00,1.06994,1.06996,1.0699,1.06995,132.48
2023-01-02 04:50:00,1.06993,1.06996,1.06992,1.06996,16.56
2023-01-02 04:51:00,1.06994,1.06997,1.06992,1.06995,33.12
2023-01-02 04:52:00,1.06993,1.06997,1.06992,1.06995,37.26
2023-01-02 04:53:00,1.06993,1.06999,1.06993,1.06995,128.34
2023-01-02 04:54:00,1.06996,1.06996,1.06989,1.06995,53.82
