timestamp,open_price,high_price,low_price,closing_price,volume
2025-11-21T05:00:00,46.85,49.1,45.24,47.48,179618618.0
2025-11-20T05:00:00,52.95,53.54,46.23,46.45,178246289.0
2025-11-19T05:00:00,49.325,51.575,48.715,50.025,184263514.0
2025-11-18T05:00:00,49.985,50.67,47.9,49.18,267347316.0
2025-11-17T05:00:00,51.705,53.314,50.055,51.025,186327044.0
2025-11-14T05:00:00,49.99,53.545,49.385,52.37,222396796.0
2025-11-13T05:00:00,54.785,54.94,51.7,52.33,201263982.0
2025-11-12T05:00:00,56.765,56.77,54.865,55.775,125708378.0
2025-11-11T05:00:00,55.635,56.21,54.8,55.89,102665508.0
2025-11-10T05:00:00,55.215,56.625,54.705,56.355,119878754.0
2025-11-07T05:00:00,52.51,52.9218,49.98,52.89,183589372.0
2025-11-06T05:00:00,56.185,56.25,53.06,53.445,156461184.0
2025-11-05T05:00:00,55.34,57.5,54.97,56.62,109729650.0
2025-11-04T05:00:00,56.68,57.705,55.3217,55.54,124762716.0
2025-11-03T05:00:00,60.0,60.2088,58.54,59.16,83597916.0
2025-10-31T04:00:00,59.745,59.745,57.69,58.36,122666876.0
2025-10-30T04:00:00,59.295,59.67,57.515,57.545,127234270.0
2025-10-29T04:00:00,60.285,60.685,58.77,60.305,133060638.0
2025-10-28T04:00:00,58.825,60.0378,58.53,59.545,92239234.0
2025-10-27T04:00:00,57.26,58.345,57.1351,58.215,77489436.0
2025-10-24T04:00:00,54.995,55.63,54.765,55.28,84387668.0
2025-10-23T04:00:00,52.135,53.815,52.04,53.61,91244990.0
2025-10-22T04:00:00,53.725,53.87,50.79,52.3,134380740.0
2025-10-21T04:00:00,53.9475,54.24,53.335,53.885,79811454.0
2025-10-20T04:00:00,52.805,54.26,52.775,53.945,79928172.0
2025-10-17T04:00:00,50.46,52.385,50.06,51.995,142274018.0
2025-10-16T04:00:00,52.34,53.165,49.875,51.025,159343968.0
2025-10-15T04:00:00,52.07,52.755,50.02,51.6,127069378.0
2025-10-14T04:00:00,49.865,51.765,48.535,50.565,147230048.0
2025-10-13T04:00:00,51.03,51.84,50.4251,51.615,114511130.0
2025-10-10T04:00:00,54.365,54.83,48.4151,48.535,238009404.0
2025-10-09T04:00:00,54.438,54.48,53.3775,54.225,87956100.0
2025-10-08T04:00:00,52.86,54.525,52.83,54.44,86931056.0
2025-10-07T04:00:00,53.85,54.03,52.26,52.655,100185818.0
2025-10-06T04:00:00,53.7,53.9412,53.065,53.52,82476726.0
2025-10-03T04:00:00,53.22,53.435,51.88,52.35,103096370.0
2025-10-02T04:00:00,53.405,53.4175,52.33,53.07,89158698.0
2025-10-01T04:00:00,50.865,52.57,50.65,52.43,93996434.0
2025-09-30T04:00:00,51.205,51.785,50.61,51.7,92323854.0
